image_id,fold,tissue_type,classes_present,instruction,original_index
pannuke_f2_0013,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in this tissue specimen.",13
pannuke_f2_0014,2,Breast,Neoplastic,Segment clusters of neoplastic.,14
pannuke_f2_0015,2,Breast,Neoplastic;Connective_Soft_tissue,Detect the neoplastic and connective soft tissue regions.,15
pannuke_f2_0016,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate all neoplastic, inflammatory and connective soft tissue areas.",16
pannuke_f2_0017,2,Breast,Neoplastic;Inflammatory,Can you identify neoplastic and inflammatory?,17
pannuke_f2_0018,2,Breast,Neoplastic;Connective_Soft_tissue,Which structures are neoplastic and connective soft tissue?,18
pannuke_f2_0019,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Draw neoplastic, inflammatory and connective soft tissue boundaries.",19
pannuke_f2_0020,2,Breast,Neoplastic;Connective_Soft_tissue,Segment all neoplastic and connective soft tissue tissue.,20
pannuke_f2_0021,2,Breast,Neoplastic;Connective_Soft_tissue,Identify all neoplastic and connective soft tissue tissue.,21
pannuke_f2_0022,2,Breast,Inflammatory;Connective_Soft_tissue,Mark all inflammatory and connective soft tissue structures.,22
pannuke_f2_0023,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Label the neoplastic, inflammatory and connective soft tissue tissue.",23
pannuke_f2_0024,2,Breast,Neoplastic;Connective_Soft_tissue,Pinpoint neoplastic and connective soft tissue cells.,24
pannuke_f2_0025,2,Breast,Neoplastic,Please segment neoplastic.,25
pannuke_f2_0026,2,Breast,Neoplastic;Connective_Soft_tissue,Determine neoplastic and connective soft tissue distribution.,26
pannuke_f2_0027,2,Breast,Connective_Soft_tissue,"For Breast pathology, outline connective soft tissue.",27
pannuke_f2_0028,2,Breast,Neoplastic;Connective_Soft_tissue,Map the neoplastic and connective soft tissue regions.,28
pannuke_f2_0029,2,Breast,Connective_Soft_tissue,Delineate all connective soft tissue.,29
pannuke_f2_0030,2,Breast,Neoplastic;Connective_Soft_tissue,Show me all neoplastic and connective soft tissue.,30
pannuke_f2_0031,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Focus on inflammatory, connective soft tissue and epithelial in this image.",31
pannuke_f2_0032,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Highlight visible inflammatory, connective soft tissue and epithelial cells.",32
pannuke_f2_0033,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Search for inflammatory, connective soft tissue and epithelial regions.",33
pannuke_f2_0034,2,Breast,Connective_Soft_tissue;Epithelial,Detect the connective soft tissue and epithelial regions.,34
pannuke_f2_0035,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment the inflammatory, connective soft tissue and epithelial tissue regions.",35
pannuke_f2_0036,2,Breast,Connective_Soft_tissue;Epithelial,Focus on connective soft tissue and epithelial in this image.,36
pannuke_f2_0037,2,Breast,Connective_Soft_tissue;Epithelial,"Examining this slide, mark all connective soft tissue and epithelial regions.",37
pannuke_f2_0038,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Please segment inflammatory, connective soft tissue and epithelial tissue.",38
pannuke_f2_0039,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"inflammatory, connective soft tissue and epithelial is visible. Segment the regions.",39
pannuke_f2_0040,2,Breast,Connective_Soft_tissue;Epithelial,Which structures are connective soft tissue and epithelial?,40
pannuke_f2_0041,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in this tissue specimen.",41
pannuke_f2_0042,2,Breast,Neoplastic,Identify neoplastic in the tissue microenvironment.,42
pannuke_f2_0043,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Throughout the Breast tissue, mark inflammatory, connective soft tissue and epithelial.",43
pannuke_f2_0044,2,Breast,Connective_Soft_tissue;Epithelial,Provide connective soft tissue and epithelial segmentation.,44
pannuke_f2_0045,2,Breast,Connective_Soft_tissue;Epithelial,Which structures are connective soft tissue and epithelial?,45
pannuke_f2_0046,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment the inflammatory, connective soft tissue and epithelial sections.",46
pannuke_f2_0047,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Determine inflammatory, connective soft tissue and epithelial location.",47
pannuke_f2_0048,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Discern the inflammatory, connective soft tissue and epithelial from background.",48
pannuke_f2_0049,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment the inflammatory, connective soft tissue and epithelial portions.",49
pannuke_f2_0050,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark visible inflammatory, connective soft tissue and epithelial cells.",50
pannuke_f2_0051,2,Breast,Connective_Soft_tissue;Epithelial,"For Breast pathology, outline connective soft tissue and epithelial.",51
pannuke_f2_0052,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark present inflammatory, connective soft tissue and epithelial areas.",52
pannuke_f2_0053,2,Breast,Connective_Soft_tissue;Epithelial,Mark the connective soft tissue and epithelial regions.,53
pannuke_f2_0054,2,Breast,Inflammatory;Epithelial,Which parts have inflammatory and epithelial?,54
pannuke_f2_0055,2,Breast,Connective_Soft_tissue;Epithelial,Observe connective soft tissue and epithelial distribution in Breast.,55
pannuke_f2_0056,2,Breast,Epithelial,Outline epithelial areas.,56
pannuke_f2_0057,2,Breast,Connective_Soft_tissue;Epithelial,Highlight the connective soft tissue and epithelial regions.,57
pannuke_f2_0058,2,Breast,Connective_Soft_tissue;Epithelial,Mark visible connective soft tissue and epithelial.,58
pannuke_f2_0059,2,Breast,Connective_Soft_tissue;Epithelial,"Given this Breast sample, mark connective soft tissue and epithelial regions.",59
pannuke_f2_0060,2,Breast,Neoplastic;Connective_Soft_tissue,Indicate neoplastic and connective soft tissue areas.,60
pannuke_f2_0061,2,Breast,Connective_Soft_tissue,Examine this Breast tissue for connective soft tissue.,61
pannuke_f2_0062,2,Breast,Neoplastic;Connective_Soft_tissue,Draw neoplastic and connective soft tissue outlines.,62
pannuke_f2_0063,2,Breast,Neoplastic;Connective_Soft_tissue,What parts are neoplastic and connective soft tissue?,63
pannuke_f2_0064,2,Breast,Neoplastic;Connective_Soft_tissue,Objective: identify neoplastic and connective soft tissue regions.,64
pannuke_f2_0065,2,Breast,Neoplastic;Connective_Soft_tissue,Find all neoplastic and connective soft tissue cells.,65
pannuke_f2_0066,2,Breast,Connective_Soft_tissue,Segment connective soft tissue for quantitative analysis.,66
pannuke_f2_0067,2,Breast,Connective_Soft_tissue,Required: connective soft tissue segmentation.,67
pannuke_f2_0068,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Within Breast tissue, annotate neoplastic, inflammatory and connective soft tissue.",68
pannuke_f2_0069,2,Breast,Neoplastic;Connective_Soft_tissue,Discern the neoplastic and connective soft tissue from background.,69
pannuke_f2_0070,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,"Emphasize neoplastic, inflammatory, connective soft tissue and epithelial regions.",70
pannuke_f2_0071,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Find neoplastic, inflammatory and connective soft tissue in this Breast sample.",71
pannuke_f2_0072,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,"Isolate neoplastic, inflammatory, connective soft tissue and epithelial regions.",72
pannuke_f2_0073,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue;Epithelial,"Label visible neoplastic, inflammatory, connective soft tissue and epithelial.",73
pannuke_f2_0074,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment inflammatory, connective soft tissue and epithelial areas in this slide.",74
pannuke_f2_0075,2,Breast,Connective_Soft_tissue;Epithelial,Discern the connective soft tissue and epithelial regions.,75
pannuke_f2_0076,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Highlight all inflammatory, connective soft tissue and epithelial areas.",76
pannuke_f2_0077,2,Breast,Connective_Soft_tissue;Epithelial,Mark connective soft tissue and epithelial distribution pattern.,77
pannuke_f2_0078,2,Breast,Connective_Soft_tissue;Epithelial,Segment each connective soft tissue and epithelial region.,78
pannuke_f2_0079,2,Breast,Connective_Soft_tissue;Epithelial,Delineate all connective soft tissue and epithelial areas.,79
pannuke_f2_0080,2,Breast,Connective_Soft_tissue;Epithelial,Identify connective soft tissue and epithelial in this image.,80
pannuke_f2_0081,2,Breast,Connective_Soft_tissue;Epithelial,Identify connective soft tissue and epithelial cellular morphology.,81
pannuke_f2_0082,2,Breast,Connective_Soft_tissue;Epithelial,This Breast slide shows connective soft tissue and epithelial. Segment it.,82
pannuke_f2_0083,2,Breast,Connective_Soft_tissue;Epithelial,Mark all connective soft tissue and epithelial structures.,83
pannuke_f2_0084,2,Breast,Connective_Soft_tissue;Epithelial,connective soft tissue and epithelial can be seen. Identify and segment.,84
pannuke_f2_0085,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Find the neoplastic, inflammatory and connective soft tissue areas.",85
pannuke_f2_0086,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate visible neoplastic, inflammatory and connective soft tissue regions.",86
pannuke_f2_0087,2,Breast,Neoplastic;Inflammatory,Identify and mark neoplastic and inflammatory.,87
pannuke_f2_0088,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Detect visible neoplastic, inflammatory and connective soft tissue.",88
pannuke_f2_0089,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment zones of neoplastic, inflammatory and connective soft tissue.",89
pannuke_f2_0090,2,Breast,Neoplastic;Connective_Soft_tissue,Identify nuclear neoplastic and connective soft tissue features.,90
pannuke_f2_0091,2,Breast,Neoplastic,Highlight the neoplastic regions.,91
pannuke_f2_0092,2,Breast,Inflammatory,"In Breast histology, delineate inflammatory.",92
pannuke_f2_0093,2,Breast,Neoplastic;Connective_Soft_tissue,Identify only neoplastic and connective soft tissue cells.,93
pannuke_f2_0094,2,Breast,Neoplastic;Connective_Soft_tissue,Create segmentation of neoplastic and connective soft tissue.,94
pannuke_f2_0095,2,Breast,Neoplastic,Identify neoplastic nuclear characteristics.,95
pannuke_f2_0096,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"In this histopathology image, please segment neoplastic, inflammatory and connective soft tissue.",96
pannuke_f2_0097,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue cells.",97
pannuke_f2_0098,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Detect all neoplastic, inflammatory and connective soft tissue cells.",98
pannuke_f2_0099,2,Breast,Connective_Soft_tissue;Epithelial,Define connective soft tissue and epithelial extent.,99
pannuke_f2_0100,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Identify visible inflammatory, connective soft tissue and epithelial regions.",100
pannuke_f2_0101,2,Breast,Neoplastic;Connective_Soft_tissue;Epithelial,"Pay attention to neoplastic, connective soft tissue and epithelial areas.",101
pannuke_f2_0102,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate all neoplastic, inflammatory and connective soft tissue.",102
pannuke_f2_0103,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark inflammatory, connective soft tissue and epithelial in this biopsy sample.",103
pannuke_f2_0104,2,Breast,Connective_Soft_tissue;Epithelial,Highlight visible connective soft tissue and epithelial cells.,104
pannuke_f2_0105,2,Breast,Neoplastic;Connective_Soft_tissue,"For this Breast biopsy, segment neoplastic and connective soft tissue areas.",105
pannuke_f2_0106,2,Breast,Neoplastic;Connective_Soft_tissue,Goal: mark all neoplastic and connective soft tissue cells.,106
pannuke_f2_0107,2,Breast,Neoplastic;Connective_Soft_tissue,Determine neoplastic and connective soft tissue presence.,107
pannuke_f2_0108,2,Breast,Neoplastic;Inflammatory,Outline neoplastic and inflammatory in the Breast image.,108
pannuke_f2_0109,2,Breast,Inflammatory;Connective_Soft_tissue,"For this Breast sample, mark inflammatory and connective soft tissue.",109
pannuke_f2_0110,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Please show neoplastic, inflammatory and connective soft tissue regions.",110
pannuke_f2_0111,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate neoplastic, inflammatory and connective soft tissue with accurate boundary detection.",111
pannuke_f2_0112,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Where are neoplastic, inflammatory and connective soft tissue cells visible?",112
pannuke_f2_0113,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Study this Breast section and mark inflammatory, connective soft tissue and epithelial.",113
pannuke_f2_0114,2,Breast,Epithelial,Identify epithelial in this pathology slide.,114
pannuke_f2_0115,2,Breast,Connective_Soft_tissue;Epithelial,Distinguish connective soft tissue and epithelial from other tissue.,115
pannuke_f2_0116,2,Breast,Connective_Soft_tissue;Epithelial,"In this histopathology image, please segment connective soft tissue and epithelial.",116
pannuke_f2_0117,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment inflammatory, connective soft tissue and epithelial areas in this slide.",117
pannuke_f2_0118,2,Breast,Epithelial,Can you mark epithelial?,118
pannuke_f2_0119,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Highlight visible inflammatory, connective soft tissue and epithelial areas.",119
pannuke_f2_0120,2,Breast,Connective_Soft_tissue;Epithelial,connective soft tissue and epithelial is present in this slide. Segment it.,120
pannuke_f2_0121,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment present inflammatory, connective soft tissue and epithelial cells.",121
pannuke_f2_0122,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Trace all inflammatory, connective soft tissue and epithelial areas.",122
pannuke_f2_0123,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Chart inflammatory, connective soft tissue and epithelial presence.",123
pannuke_f2_0124,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify neoplastic, inflammatory and connective soft tissue nuclear characteristics.",124
pannuke_f2_0125,2,Breast,Neoplastic;Connective_Soft_tissue,Can you segment neoplastic and connective soft tissue?,125
pannuke_f2_0126,2,Breast,Neoplastic;Connective_Soft_tissue,Create mask for neoplastic and connective soft tissue.,126
pannuke_f2_0127,2,Breast,Neoplastic;Connective_Soft_tissue,Indicate where neoplastic and connective soft tissue is present.,127
pannuke_f2_0128,2,Breast,Neoplastic;Connective_Soft_tissue,Mark all neoplastic and connective soft tissue cells.,128
pannuke_f2_0129,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Produce a detailed outline of inflammatory, connective soft tissue and epithelial structures.",129
pannuke_f2_0130,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Find and segment inflammatory, connective soft tissue and epithelial regions.",130
pannuke_f2_0131,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Within the Breast, identify inflammatory, connective soft tissue and epithelial.",131
pannuke_f2_0132,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Review this Breast slide and identify inflammatory, connective soft tissue and epithelial.",132
pannuke_f2_0133,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Review this Breast slide and identify neoplastic, inflammatory and connective soft tissue.",133
pannuke_f2_0134,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment sites of neoplastic, inflammatory and connective soft tissue.",134
pannuke_f2_0135,2,Breast,Connective_Soft_tissue;Epithelial,Segment visible connective soft tissue and epithelial cells.,135
pannuke_f2_0136,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment the inflammatory, connective soft tissue and epithelial infiltration.",136
pannuke_f2_0137,2,Breast,Connective_Soft_tissue;Epithelial,Identify and mark connective soft tissue and epithelial.,137
pannuke_f2_0138,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"In the Breast section, locate inflammatory, connective soft tissue and epithelial.",138
pannuke_f2_0139,2,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Outline the inflammatory, connective soft tissue and epithelial regions.",139
